﻿IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4
Vassal's BladeAtk,Vassal's Blade,18,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Spd+5 to unit during combat and deals damage = 15% of unit's Spd.",Sword,slaying,1,vassalBlade,0,HPBoost,5,,,,,Karla,,,
Vassal's BladeSpd,Vassal's Blade,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Spd+5 to unit during combat and deals damage = 15% of unit's Spd.",Sword,slaying,1,vassalBlade,0,HPBoost,5,spdBoost,3,,,Karla,,,
Vassal's BladeDef,Vassal's Blade,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Spd+5 to unit during combat and deals damage = 15% of unit's Spd.",Sword,slaying,1,vassalBlade,0,HPBoost,5,defBoost,4,,,Karla,,,
Vassal's BladeRes,Vassal's Blade,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Spd+5 to unit during combat and deals damage = 15% of unit's Spd.",Sword,slaying,1,vassalBlade,0,HPBoost,5,resBoost,4,,,Karla,,,
Skuld,Skuld,16,1,"If Sing or Dance is used, grants Atk/Spd/Def/Res+3 to target.",Sword,atkDance,3,spdDance,3,defDance,3,resDance,3,,,P!Olivia,,,
Royal Sword,Royal Sword,16,1,"Grants Spd+3. If unit is within 2 spaces of an ally, grants unit Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,3,royalSword,0,,,,,,,B!Celica,,,
Royal SwordEff,Royal Sword,16,1,"Grants Spd+3. If unit initiates combat or is within 2 spaces of an ally, grants Special cooldown charge +1 to unit per unit's attack. (Only highest value applied. Does not stack.) At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 during combat, and also, after combat, grants Special cooldown count-1 and restores 7 HP.",Sword,spdBoost,3,royalSword2,0,HPBoost,3,A man has fallen into the river in LEGO City!,0,,,B!Celica,,,
Royal SwordAtk,Royal Sword,18,1,"Grants Spd+3. If unit initiates combat or is within 2 spaces of an ally, grants Special cooldown charge +1 to unit per unit's attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,3,royalSword2,0,HPBoost,5,,,,,B!Celica,,,
Royal SwordSpd,Royal Sword,16,1,"Grants Spd+3. If unit initiates combat or is within 2 spaces of an ally, grants Special cooldown charge +1 to unit per unit's attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,3,royalSword2,0,HPBoost,5,spdBoost,3,,,B!Celica,,,
Royal SwordDef,Royal Sword,16,1,"Grants Spd+3. If unit initiates combat or is within 2 spaces of an ally, grants Special cooldown charge +1 to unit per unit's attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,3,royalSword2,0,HPBoost,5,defBoost,4,,,B!Celica,,,
Royal SwordRes,Royal Sword,16,1,"Grants Spd+3. If unit initiates combat or is within 2 spaces of an ally, grants Special cooldown charge +1 to unit per unit's attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,3,royalSword2,0,HPBoost,5,resBoost,4,,,B!Celica,,,
Exalted Falchion,Exalted Falchion,16,1,Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently.,Sword,effDragon,44,spdBoost,3,bonusDoublerW,3,,,,,L!Marth,,,
Exalted FalchionEff,Exalted Falchion,16,1,"Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently. At start of combat, if unit's HP ≥ 50% or if 【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",Sword,effDragon,45,spdBoost,3,ILOVEBONUSES,0,HPBoost,3,spectrumUnityMarth,4,L!Marth,,,
Exalted FalchionAtk,Exalted Falchion,18,1,"Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently. At start of combat, if unit's HP ≥ 50% or if 【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",Sword,effDragon,46,spdBoost,3,ILOVEBONUSES,0,HPBoost,5,,,L!Marth,,,
Exalted FalchionSpd,Exalted Falchion,16,1,"Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently. At start of combat, if unit's HP ≥ 50% or if 【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",Sword,effDragon,47,spdBoost,6,ILOVEBONUSES,0,HPBoost,5,,,L!Marth,,,
Exalted FalchionDef,Exalted Falchion,16,1,"Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently. At start of combat, if unit's HP ≥ 50% or if 【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",Sword,effDragon,48,spdBoost,3,ILOVEBONUSES,0,HPBoost,5,defBoost,4,L!Marth,,,
Exalted FalchionRes,Exalted Falchion,16,1,"Effective against dragon foes. Grants Spd+3. Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently. At start of combat, if unit's HP ≥ 50% or if 【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",Sword,effDragon,49,spdBoost,3,ILOVEBONUSES,0,HPBoost,5,resBoost,4,L!Marth,,,
Solitary Blade,Solitary Blade,16,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,,,,,,,,,Lon'qu,,,
Solitary BladeEff,Solitary Blade,16,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,HPBoost,3,spectrumBoost,5,defBoost,-10,resBoost,-10,Lon'qu,,,
Solitary BladeAtk,Solitary Blade,18,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,HPBoost,5,,,,,,,Lon'qu,,,
Solitary BladeSpd,Solitary Blade,16,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,HPBoost,5,spdBoost,3,,,,,Lon'qu,,,
Solitary BladeDef,Solitary Blade,16,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,HPBoost,5,defBoost,4,,,,,Lon'qu,,,
Solitary BladeRes,Solitary Blade,16,1,Accelerates Special trigger (cooldown count -1),Sword,slaying,1,HPBoost,5,resBoost,4,,,,,Lon'qu,,,
S!Missiletainn,Missiletainn,16,1,Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.),Sword,slaying,1,BY MISSILETAINN!!!,9999,,,,,,,Owain,,,
S!MissiletainnEff,Missiletainn,16,1,"Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 to unit during combat. If unit is within 3 spaces of an ally, grants Atk/Spd+5 to unit during combat and, when Special triggers, deals damage = damage dealt to unit (max 30).",Sword,slaying,1,BY MISSILETAINN!!!,9999,refineExtra,69420,HPBoost,3,Sacred Stones Strike!,8,Owain,,,
S!MissiletainnAtk,Missiletainn,18,1,"Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 to unit during combat.",Sword,slaying,1,BY MISSILETAINN!!!,9999,refineExtra,69420,HPBoost,5,,,Owain,,,
S!MissiletainnSpd,Missiletainn,16,1,"Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 to unit during combat.",Sword,slaying,1,BY MISSILETAINN!!!,9999,refineExtra,69420,HPBoost,5,spdBoost,3,Owain,,,
S!MissiletainnDef,Missiletainn,16,1,"Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 to unit during combat.",Sword,slaying,1,BY MISSILETAINN!!!,9999,refineExtra,69420,HPBoost,5,defBoost,4,Owain,,,
S!MissiletainnRes,Missiletainn,16,1,"Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 to unit during combat.",Sword,slaying,1,BY MISSILETAINN!!!,9999,refineExtra,69420,HPBoost,5,resBoost,4,Owain,,,
Storm Sieglinde,Storm Sieglinde,16,1,"Grants Atk+3. If the number of foes within 2 spaces (excluding target) ≥ the number of allies within 2 spaces (excluding unit), grants Def/Res+3 and Special cooldown charge +1 per unit's attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde,0,,,,,,,L!Eirika,,,
Storm SieglindeEff,Storm Sieglinde,16,1,"Grants Atk+3. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde2,0,HPBoost,3,Just Lean,17,,,L!Eirika,,,
Storm SieglindeAtk,Storm Sieglinde,18,1,"Grants Atk+3. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde2,0,HPBoost,5,,,,,L!Eirika,,,
Storm SieglindeSpd,Storm Sieglinde,16,1,"Grants Atk+3. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde2,0,HPBoost,5,spdBoost,3,,,L!Eirika,,,
Storm SieglindeDef,Storm Sieglinde,16,1,"Grants Atk+3. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde2,0,HPBoost,5,defBoost,4,,,L!Eirika,,,
Storm SieglindeRes,Storm Sieglinde,16,1,"Grants Atk+3. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Sword,atkBoost,3,stormSieglinde2,0,HPBoost,5,resBoost,4,,,L!Eirika,,,
Golden Dagger,Golden Dagger,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,,,,,,,,,Saber,,,
Golden DaggerEff,Golden Dagger,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,HPBoost,3,SUPER MARIO!!!,0,,,,,Saber,,,
Golden DaggerAtk,Golden Dagger,18,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,HPBoost,5,,,,,,,Saber,,,
Golden DaggerSpd,Golden Dagger,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,HPBoost,5,spdBoost,3,,,,,Saber,,,
Golden DaggerDef,Golden Dagger,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,HPBoost,5,defBoost,4,,,,,Saber,,,
Golden DaggerRes,Golden Dagger,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,HPBoost,5,resBoost,4,,,,,Saber,,,
Gjöll,Gjöll,16,1,"Grants Atk+3. If a penalty inflicted by a skill like Panic or Threaten and/or a negative status effect (preventing counterattacks or restricting movement) is active on foe, unit makes a guaranteed follow-up attack and foe cannot.",Sword,atkBoost,3,ICE UPON YOU,0,,,,,,,Hríd,,,
GjöllEff,Gjöll,16,1,"Grants Atk+3. If 【Penalty】 is active on foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack. At start of combat, if unit's HP ≥ 25% or if 【Penalty】 is active on foe, inflicts Atk/Def-5 on foe during combat. 【Penalty】 All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard). If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Def-5 on foe during combat and inflicts penalty on foe's Atk/Def during combat = current bonus on each of foe's stats × 2. (Example: if foe has +7 bonus to Atk, inflicts Atk-14 and Atk-5, for a net penalty of Atk-12.) Calculates each stat penalty independently.",Sword,atkBoost,3,ICE UPON YOU,0,FREEZE NOW,0,HPBoost,3,Minecraft Gaming,0,Hríd,,,
GjöllAtk,Gjöll,18,1,"Grants Atk+3. If 【Penalty】 is active on foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack. At start of combat, if unit's HP ≥ 25% or if 【Penalty】 is active on foe, inflicts Atk/Def-5 on foe during combat. 【Penalty】 All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",Sword,atkBoost,3,ICE UPON YOU,0,FREEZE NOW,0,HPBoost,5,,,Hríd,,,
GjöllSpd,Gjöll,16,1,"Grants Atk+3. If 【Penalty】 is active on foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack. At start of combat, if unit's HP ≥ 25% or if 【Penalty】 is active on foe, inflicts Atk/Def-5 on foe during combat. 【Penalty】 All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",Sword,atkBoost,3,ICE UPON YOU,0,FREEZE NOW,0,HPBoost,5,spdBoost,3,Hríd,,,
GjöllDef,Gjöll,16,1,"Grants Atk+3. If 【Penalty】 is active on foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack. At start of combat, if unit's HP ≥ 25% or if 【Penalty】 is active on foe, inflicts Atk/Def-5 on foe during combat. 【Penalty】 All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",Sword,atkBoost,3,ICE UPON YOU,0,FREEZE NOW,0,HPBoost,5,defBoost,4,Hríd,,,
GjöllRes,Gjöll,16,1,"Grants Atk+3. If 【Penalty】 is active on foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack. At start of combat, if unit's HP ≥ 25% or if 【Penalty】 is active on foe, inflicts Atk/Def-5 on foe during combat. 【Penalty】 All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",Sword,atkBoost,3,ICE UPON YOU,0,FREEZE NOW,0,HPBoost,5,resBoost,4,Hríd,,,
Whitewing Blade,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,,,,,,,,,Palla,,,
Whitewing BladeEff,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,HPBoost,3,triangleAtk,0,,,,,Palla,,,
Whitewing BladeAtk,Whitewing Blade,18,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,HPBoost,5,,,,,,,Palla,,,
Whitewing BladeSpd,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,HPBoost,5,spdBoost,3,,,,,Palla,,,
Whitewing BladeDef,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,HPBoost,5,defBoost,4,,,,,Palla,,,
Whitewing BladeRes,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Sword,triangleAdeptW,3,HPBoost,5,resBoost,4,,,,,Palla,,,
Gladiator's Blade,Gladiator's Blade,16,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,,,,,,,,,Ogma,,,
Gladiator's BladeEff,Gladiator's Blade,16,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,HPBoost,3,banana,21,,,,,Ogma,,,
Gladiator's BladeAtk,Gladiator's Blade,18,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,HPBoost,5,,,,,,,Ogma,,,
Gladiator's BladeSpd,Gladiator's Blade,16,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,HPBoost,5,spdBoost,3,,,,,Ogma,,,
Gladiator's BladeDef,Gladiator's Blade,16,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,HPBoost,5,defBoost,4,,,,,Ogma,,,
Gladiator's BladeRes,Gladiator's Blade,16,1,"If unit’s Atk > foe’s Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",Sword,heavyBlade,3,HPBoost,5,resBoost,4,,,,,Ogma,,,
Scarlet Sword,Scarlet Sword,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,1,,,,,,,,,Navarre,,,
Scarlet SwordEff,Scarlet Sword,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,2,HPBoost,3,turn1Pulse,2,,,,,Navarre,,,
Scarlet SwordAtk,Scarlet Sword,18,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,3,HPBoost,5,,,,,,,Navarre,,,
Scarlet SwordSpd,Scarlet Sword,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,4,HPBoost,5,spdBoost,3,,,,,Navarre,,,
Scarlet SwordDef,Scarlet Sword,16,1,Accelerates Special trigger (cooldown count-1).,Sword,slaying,5,HPBoost,5,defBoost,4,,,,,Navarre,,,
